dong_xe,gia,hang,hop_so,kieu_dang,km_da_di,nam_sx,nhien_lieu,so_cho_ngoi,tinh_trang,xuat_xu
C Class,1.420.000.000,Mercedes Benz,Tự động,Sedan,30000,2018,Xăng,5,Đã sử dụng,Việt Nam
3,480.000.000,Mazda,Tự động,Hatchback,690000,2016,Xăng,5,Đã sử dụng,Việt Nam
Pajero,775.000.000,Mitsubishi,Số sàn,SUV / Cross over,50000,2018,Dầu,,Đã sử dụng,Việt Nam
Elantra,500.000.000,Hyundai,Tự động,Sedan,15,2018,Xăng,5,Đã sử dụng,Việt Nam
Ranger,565.000.000,Ford,Tự động,Pick-up (bán tải),41000,2017,Dầu,5,Đã sử dụng,Việt Nam
6,690.000.000,Mazda,Tự động,Sedan,50000,2017,Xăng,5,Đã sử dụng,Việt Nam
Fortuner,588.000.000,Toyota,Tự động,SUV / Cross over,50000,2015,Xăng,7,Đã sử dụng,Việt Nam
County,240.000.000,Hyundai,Số sàn,Kiểu dáng khác,50000,2008,Dầu,Khác,Đã sử dụng,Việt Nam
Lux,905.000.000,Vinfast,Tự động,Sedan,19000,2019,Xăng,5,Đã sử dụng,
Ranger,525.000.000,Ford,Tự động,Pick-up (bán tải),60000,2016,Dầu,5,Đã sử dụng,Thái Lan
Fortuner,405.000.000,Toyota,Tự động,SUV / Cross over,136000,2011,Xăng,7,Đã sử dụng,Việt Nam
Laser,119.000.000,Ford,Số sàn,Sedan,12345,2002,Xăng,5,Đã sử dụng,Việt Nam
Cerato,410.000.000,Kia,Số sàn,Sedan,48000,2018,Xăng,5,Đã sử dụng,Việt Nam
Corolla Altis,485.000.000,Toyota,Tự động,SUV / Cross over,68,2014,Xăng,5,Đã sử dụng,
Escort,445.000.000,Ford,Tự động,,24000,2017,,5,Đã sử dụng,
Grand i10,282.000.000,Hyundai,Số sàn,Hatchback,80000,2019,Xăng,5,Đã sử dụng,Ấn Độ
626,115.000.000,Mazda,Số sàn,,22586,2001,,,Đã sử dụng,
Innova,450.000.000,Toyota,Số sàn,Minivan (MPV),174000,2016,Xăng,8,Đã sử dụng,Việt Nam
3,565.000.000,Mazda,Tự động,Sedan,17500,2018,Xăng,5,Đã sử dụng,Việt Nam
C Class,1.000.000.000,Mercedes Benz,Tự động,Sedan,50000,2017,Xăng,5,Đã sử dụng,Đức
Camry,820.000.000,Toyota,Tự động,Sedan,28000,2019,Xăng,5,Đã sử dụng,Việt Nam
Santa Fe,435.000.000,Hyundai,Tự động,SUV / Cross over,190000,2008,Dầu,7,Đã sử dụng,Hàn Quốc
Vios,280.000.000,Toyota,Số sàn,Sedan,100000,2014,Xăng,5,Đã sử dụng,Việt Nam
Golf,58.000.000,Volkswagen,Số sàn,,12466,trước năm 1980,Dầu,4,Đã sử dụng,Đức
3,600.000.000,Mazda,Tự động,Sedan,17000,2019,Xăng,5,Đã sử dụng,Nhật Bản
Everest,1.101.000.000,Ford,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Thái Lan
Morning,160.000.000,Kia,Tự động,Sedan,120000,2003,Xăng,5,Đã sử dụng,Việt Nam
Sorento,699.000.000,Kia,Tự động,SUV / Cross over,40000,2019,Xăng,7,Đã sử dụng,Việt Nam
Dòng khác,55.000.000,Hãng khác,Số sàn,Hatchback,150000,2002,Xăng,5,Đã sử dụng,Hàn Quốc
Captiva,240.000.000,Chevrolet,Số sàn,SUV / Cross over,150000,2008,Xăng,7,Đã sử dụng,Việt Nam
EcoSport,565.000.000,Ford,Tự động,SUV / Cross over,41000,2019,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,367.000.000,Hyundai,Tự động,,,2021,,,Mới,
Hiace,98.000.000,Toyota,Số sàn,Van,28000,2004,Xăng,2,Đã sử dụng,Việt Nam
B Class,900.000.000,Mercedes Benz,Tự động,Kiểu dáng khác,92000,2010,Xăng,5,Đã sử dụng,Đức
Fortuner,949.000.000,Toyota,Tự động,SUV / Cross over,51000,2018,Dầu,7,Đã sử dụng,Nước khác
Fiesta,330.000.000,Ford,Tự động,Sedan,42000,2014,Xăng,5,Đã sử dụng,
City,498.000.000,Honda,Tự động,Sedan,60000,2018,Xăng,5,Đã sử dụng,Việt Nam
Lacetti,156.000.000,Daewoo,Số sàn,Sedan,11000,2010,Xăng,5,Đã sử dụng,Việt Nam
i30,325.000.000,Hyundai,Tự động,Hatchback,15000,2010,Xăng,5,Đã sử dụng,Hàn Quốc
Lacetti,125.000.000,Daewoo,Số sàn,Sedan,15000,2008,Xăng,5,Đã sử dụng,Việt Nam
Innova,275.000.000,Toyota,Số sàn,Minivan (MPV),105000,2009,Xăng,8,Đã sử dụng,
E Class,1.200.000.000,Mercedes Benz,Tự động,Sedan,700000,2015,Xăng,5,Đã sử dụng,Đức
Ranger,375.000.000,Ford,Số sàn,Pick-up (bán tải),100000,2014,Dầu,5,Đã sử dụng,Thái Lan
Everest,279.000.000,Ford,Số sàn,SUV / Cross over,12345,2008,Dầu,7,Đã sử dụng,Việt Nam
Sorento,758.000.000,Kia,Tự động,SUV / Cross over,58000,2018,Dầu,7,Đã sử dụng,Việt Nam
Sedona,995.000.000,Kia,Tự động,Minivan (MPV),38000,2019,Dầu,5,Đã sử dụng,Việt Nam
Grand i10,361.000.000,Hyundai,Tự động,,,2021,,,Mới,
Grand i10,225.000.000,Hyundai,Số sàn,Hatchback,78000,2015,Xăng,5,Đã sử dụng,
RX,1.030.000.000,Lexus,Tự động,SUV / Cross over,80000,2009,Xăng,8,Đã sử dụng,Nước khác
Fortuner,910.000.000,Toyota,Tự động,SUV / Cross over,15500,2017,Xăng,7,Đã sử dụng,Việt Nam
Corolla Altis,760.000.000,Toyota,Tự động,Sedan,230,2021,Xăng,5,Đã sử dụng,Việt Nam
GLC,1.810.000.000,Mercedes Benz,Tự động,SUV / Cross over,30000,2018,Xăng,5,Đã sử dụng,Việt Nam
Cami,990.000.000,Toyota,Tự động,SUV / Cross over,51000,2019,Dầu,7,Đã sử dụng,Nước khác
CR V,705.000.000,Honda,Tự động,SUV / Cross over,60000,2015,Xăng,5,Đã sử dụng,Việt Nam
Aveo,225.000.000,Chevrolet,Số sàn,Sedan,140000,2017,Xăng,5,Đã sử dụng,Việt Nam
Lux,1.095.000.000,Vinfast,Tự động,SUV / Cross over,16000,2019,Xăng,5,Đã sử dụng,Việt Nam
3,585.000.000,Mazda,Tự động,Sedan,60000,2018,Xăng,5,Đã sử dụng,Việt Nam
Hi lander,170.000.000,Isuzu,Số sàn,SUV / Cross over,100000,2004,Dầu,7,Đã sử dụng,Việt Nam
Xpander,565.000.000,Mitsubishi,Tự động,Minivan (MPV),50000,2019,Xăng,5,Đã sử dụng,Nhật Bản
Innova,545.000.000,Toyota,Số sàn,SUV / Cross over,46868,2018,Xăng,8,Đã sử dụng,Việt Nam
Camry,860.000.000,Toyota,Tự động,Sedan,24400,2015,Xăng,5,Đã sử dụng,Việt Nam
Ranger,630.000.000,Ford,Số sàn,Pick-up (bán tải),,2021,Dầu,5,Mới,Việt Nam
Dòng khác,280.000.000,Suzuki,Số sàn,Kiểu dáng khác,,2021,Xăng,2,Mới,Nước khác
Laser,155.000.000,Ford,Tự động,Sedan,200000,2004,Xăng,5,Đã sử dụng,Việt Nam
Accent,410.000.000,Hyundai,Số sàn,Sedan,25000,2019,Xăng,5,Đã sử dụng,Việt Nam
C Class,1.049.000.000,Mercedes Benz,Tự động,Sedan,52000,2018,Xăng,5,Đã sử dụng,Đức
Morning,257.000.000,Kia,Tự động,Hatchback,40000,2016,Xăng,2,Đã sử dụng,Hàn Quốc
Fortuner,920.000.000,Toyota,Số sàn,SUV / Cross over,65000,2019,Dầu,7,Đã sử dụng,Việt Nam
Corolla Altis,205.000.000,Toyota,Số sàn,Sedan,10,2004,Xăng,5,Đã sử dụng,Nhật Bản
RX,3.675.000.000,Lexus,Tự động,SUV / Cross over,44000,2018,Xăng,5,Đã sử dụng,Nhật Bản
Sorento,849.000.000,Kia,Bán tự động,SUV / Cross over,,2021,Xăng,7,Mới,Việt Nam
S coupe,145.000.000,Hyundai,Số sàn,Van,999,2008,Dầu,2,Đã sử dụng,Hàn Quốc
Xpander,630.000.000,Mitsubishi,Tự động,Minivan (MPV),,2021,Xăng,7,Mới,Nhật Bản
Dòng khác,105.000.000,Suzuki,Số sàn,,100000,2005,,,Đã sử dụng,
Yaris,530.000.000,Toyota,Tự động,Hatchback,46000,2017,Xăng,5,Đã sử dụng,Thái Lan
Ranger,505.000.000,Ford,Số sàn,Pick-up (bán tải),74000,2017,Dầu,5,Đã sử dụng,Thái Lan
Morning,150.000.000,Kia,Số sàn,Hatchback,1000000,2012,Xăng,5,Đã sử dụng,
Tucson,401.000.000,Hyundai,Tự động,SUV / Cross over,165,2011,Xăng,5,Đã sử dụng,Nhật Bản
Vios,505.000.000,Toyota,Tự động,Sedan,10000,2019,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,222.000.000,Hyundai,Số sàn,Hatchback,800000,2015,Xăng,5,Đã sử dụng,
City,355.000.000,Honda,Tự động,Sedan,78000,2013,Xăng,5,Đã sử dụng,Việt Nam
Innova,528.000.000,Toyota,Số sàn,Minivan (MPV),90000,2017,Xăng,8,Đã sử dụng,Việt Nam
Camry,600.000.000,Toyota,Tự động,Sedan,90000,2012,Xăng,5,Đã sử dụng,Việt Nam
Lacetti,170.000.000,Chevrolet,Số sàn,Sedan,7000,2011,Xăng,5,Đã sử dụng,Việt Nam
RAV4,395.000.000,Toyota,Tự động,SUV / Cross over,12000,2008,Xăng,5,Đã sử dụng,Mỹ
Fortuner,860.000.000,Toyota,Số sàn,SUV / Cross over,40000,2018,Dầu,7,Đã sử dụng,Thái Lan
2,350.000.000,Mazda,Tự động,Hatchback,6789,2014,Xăng,5,Đã sử dụng,Việt Nam
Cerato,500.000.000,Kia,Tự động,Sedan,60000,2017,Xăng,5,Đã sử dụng,Hàn Quốc
Lacetti,132.000.000,Daewoo,Số sàn,Sedan,15,2009,Xăng,5,Đã sử dụng,Hàn Quốc
Avante,336.000.000,Hyundai,Tự động,Sedan,85000,2014,Xăng,5,Đã sử dụng,Việt Nam
S Class,2.580.000.000,Mercedes Benz,Tự động,Sedan,25000,2016,Xăng,5,Đã sử dụng,Việt Nam
Camry,1.235.000.000,Toyota,Tự động,Sedan,,2021,Xăng,5,Mới,Thái Lan
Cressida,100.000.000,Toyota,Số sàn,Sedan,90000,1992,Xăng,5,Đã sử dụng,Nhật Bản
Morning,119.000.000,Kia,Số sàn,Hatchback,100000,2008,Xăng,5,Đã sử dụng,Hàn Quốc
Spark,120.000.000,Chevrolet,Số sàn,Van,99000,2013,Xăng,2,Đã sử dụng,Mỹ
Tucson,775.000.000,Hyundai,Tự động,SUV / Cross over,37000,2018,Xăng,5,Đã sử dụng,Việt Nam
Kona,655.000.000,Hyundai,Tự động,SUV / Cross over,20000,2020,Xăng,5,Đã sử dụng,Việt Nam
CR V,1.030.000.000,Honda,Tự động,SUV / Cross over,10000,2020,Xăng,5,Đã sử dụng,Việt Nam
Morning,195.000.000,Kia,Số sàn,Hatchback,88888,2015,Xăng,5,Đã sử dụng,Việt Nam
Accord,43.000.000,Honda,Số sàn,Sedan,123456,1984,Xăng,4,Đã sử dụng,Hàn Quốc
Soluto,369.000.000,Kia,Số sàn,Sedan,,2021,Xăng,5,Mới,
5,809.000.000,Mazda,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
Xpander,609.000.000,Mitsubishi,Tự động,Minivan (MPV),9000,2020,Xăng,7,Đã sử dụng,Nước khác
Fortuner,515.000.000,Toyota,Tự động,SUV / Cross over,78000,2013,Xăng,7,Đã sử dụng,Việt Nam
Camry,380.000.000,Toyota,Tự động,Sedan,200000,2008,Xăng,4,Đã sử dụng,Mỹ
Xpander,522.000.000,Mitsubishi,Số sàn,SUV / Cross over,,2021,Xăng,7,Mới,Ấn Độ
Kona,615.000.000,Hyundai,Tự động,SUV / Cross over,18000,2019,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,345.000.000,Hyundai,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Kona,580.000.000,Hyundai,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Hàn Quốc
Morning,158.000.000,Kia,Số sàn,Hatchback,2,2014,Xăng,5,Đã sử dụng,Việt Nam
County,150.000.000,Hyundai,Số sàn,Kiểu dáng khác,999,2007,Dầu,Khác,Đã sử dụng,Hàn Quốc
Attrage,436.000.000,Mitsubishi,Tự động,Sedan,5300,2021,Xăng,5,Đã sử dụng,Thái Lan
Accent,235.000.000,Hyundai,Tự động,Sedan,110000,2009,Xăng,5,Đã sử dụng,Hàn Quốc
5 Series,1.230.000.000,BMW,Tự động,Sedan,46000,2016,Xăng,4,Đã sử dụng,Đức
Land Cruiser,4.060.000.000,Toyota,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Nhật Bản
Vios,531.000.000,Toyota,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Ranger,616.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Xăng,5,Mới,Việt Nam
i30,265.000.000,Hyundai,Tự động,,11000,2008,,,Đã sử dụng,
A6,1.250.000.000,Audi,Tự động,Sedan,65000,2016,Xăng,5,Đã sử dụng,Đức
Range Rover,12.500.000.000,LandRover,Tự động,SUV / Cross over,,2021,Xăng,4,Mới,Đức
Accent,368.000.000,Hyundai,Tự động,Hatchback,70000,2014,Xăng,5,Đã sử dụng,Hàn Quốc
Innova,690.000.000,Toyota,Tự động,Minivan (MPV),40000,2017,Xăng,8,Đã sử dụng,Việt Nam
Vios,478.000.000,Toyota,Tự động,,,2021,,,Mới,
Ranger,759.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Việt Nam
ZS,619.000.000,MG,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
Lacetti,250.000.000,Daewoo,Tự động,Sedan,9999,2009,Xăng,5,Đã sử dụng,Hàn Quốc
C Class,1.650.000.000,Mercedes Benz,Tự động,Sedan,20000,2019,Xăng,5,Đã sử dụng,Việt Nam
3,510.000.000,Mazda,Tự động,Sedan,45000,2017,Xăng,5,Đã sử dụng,Việt Nam
6,999.000.000,Mazda,Tự động,Sedan,,2020,Xăng,5,Mới,
Jolie,100.000.000,Mitsubishi,Số sàn,SUV / Cross over,243000,2003,Xăng,7,Đã sử dụng,Nhật Bản
Ranger,596.000.000,Ford,,Pick-up (bán tải),,2021,,,Mới,
Morning,165.000.000,Kia,Số sàn,Sedan,1255,2016,Xăng,2,Đã sử dụng,
Civic,689.000.000,Honda,Tự động,Sedan,50000,2018,Xăng,5,Đã sử dụng,
Cerato,620.000.000,Kia,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
EcoSport,553.000.000,Ford,,,,2021,,,Mới,
K3,420.000.000,Kia,Tự động,Sedan,80000,2015,Xăng,5,Đã sử dụng,
Soluto,369.000.000,Kia,Tự động,Sedan,,2021,Xăng,5,Mới,Hàn Quốc
Everest,1.092.000.000,Ford,,,,2021,,,Mới,
E Class,488.000.000,Mercedes Benz,Tự động,Sedan,133600,2009,Xăng,5,Đã sử dụng,Việt Nam
Morning,289.000.000,Kia,Số sàn,Hatchback,,2021,Xăng,5,Mới,Việt Nam
Fiesta,355.000.000,Ford,Tự động,Hatchback,51000,2015,Xăng,5,Đã sử dụng,Mỹ
Fortuner,580.000.000,Toyota,Số sàn,SUV / Cross over,180000,2012,Dầu,7,Đã sử dụng,Nhật Bản
Everest,210.000.000,Ford,Số sàn,SUV / Cross over,224000,2005,Dầu,7,Đã sử dụng,Việt Nam
Grand i10,265.000.000,Hyundai,Số sàn,Sedan,110000,2016,Xăng,5,Đã sử dụng,Ấn Độ
Laser,150.000.000,Ford,Số sàn,Sedan,290000,2004,Xăng,5,Đã sử dụng,Việt Nam
Spark,80.000.000,Chevrolet,Số sàn,Hatchback,11111,2011,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,340.000.000,Hyundai,Tự động,Hatchback,60000,2018,Xăng,5,Đã sử dụng,Việt Nam
XL 7,554.900.000,Suzuki,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Nhật Bản
Attrage,325.000.000,Mitsubishi,Số sàn,Sedan,39000,2019,Xăng,5,Đã sử dụng,Thái Lan
Dòng khác,284.500.000,Suzuki,Số sàn,Kiểu dáng khác,,2021,Xăng,2,Mới,Nhật Bản
H 1,335.000.000,Hyundai,Tự động,Sedan,75000,2017,Xăng,5,Đã sử dụng,
Seltos,615.000.000,Kia,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
Sorento,999.000.000,Kia,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Việt Nam
Ranger,1.202.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Thái Lan
Morning,176.000.000,Kia,Tự động,Hatchback,9000,2010,Xăng,5,Đã sử dụng,Việt Nam
Lux,881.000.000,Vinfast,Tự động,Sedan,18000,2020,Xăng,5,Đã sử dụng,Việt Nam
Innova,238.000.000,Toyota,Số sàn,Minivan (MPV),20000,2008,Xăng,8,Đã sử dụng,Việt Nam
Jolie,158.000.000,Mitsubishi,Số sàn,SUV / Cross over,100000,2006,Xăng,8,Đã sử dụng,Việt Nam
CR V,690.000.008,Honda,Tự động,SUV / Cross over,60000,2015,Xăng,5,Đã sử dụng,Việt Nam
Lacetti,109.000.000,Chevrolet,Số sàn,Sedan,100000,2007,Xăng,5,Đã sử dụng,Việt Nam
Jazz,410.000.000,Honda,Tự động,SUV / Cross over,23000,2020,Xăng,5,Đã sử dụng,Thái Lan
Civic,265.000.000,Honda,Tự động,Sedan,100,2007,Xăng,4,Đã sử dụng,Nhật Bản
Kona,675.000.000,Hyundai,Tự động,SUV / Cross over,28000,2019,Xăng,5,Đã sử dụng,Việt Nam
Yaris,338.000.000,Toyota,Tự động,Hatchback,11000,2010,Xăng,5,Đã sử dụng,Nhật Bản
Trailblazer,675.000.000,Chevrolet,Tự động,SUV / Cross over,55555,2018,Dầu,7,Đã sử dụng,Thái Lan
Cerato,520.000.000,Kia,Tự động,Sedan,28651,2020,Xăng,5,Đã sử dụng,Việt Nam
Innova,317.000.000,Toyota,Số sàn,Minivan (MPV),315000,2014,Xăng,8,Đã sử dụng,
3,636.000.000,Mazda,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
E Class,275.000.000,Mercedes Benz,Tự động,Sedan,110000,2005,Xăng,5,Đã sử dụng,Đức
Ranger,565.000.000,Ford,Tự động,Pick-up (bán tải),41000,2017,Dầu,5,Đã sử dụng,Thái Lan
Grand i10,325.000.000,Hyundai,Tự động,,40000,2017,,,Đã sử dụng,
Carens,279.000.000,Kia,Số sàn,Minivan (MPV),70000,2013,Xăng,7,Đã sử dụng,Việt Nam
Civic,230.000.000,Honda,Số sàn,Sedan,19000,2008,Xăng,4,Đã sử dụng,Thái Lan
Xpander,535.000.000,Mitsubishi,Tự động,Minivan (MPV),40000,2019,Xăng,5,Đã sử dụng,Nước khác
Morning,250.000.000,Kia,Số sàn,Hatchback,90000,2019,Xăng,5,Đã sử dụng,Việt Nam
CX 5,798.000.000,Mazda,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
Lacetti,255.000.000,Daewoo,Tự động,Sedan,10000,2010,Xăng,5,Đã sử dụng,Hàn Quốc
Ranger,425.000.000,Ford,Tự động,Pick-up (bán tải),11000,2013,Dầu,5,Đã sử dụng,Thái Lan
Range Rover,3.780.000.000,LandRover,Tự động,SUV / Cross over,40000,2013,Xăng,8,Đã sử dụng,Nước khác
Dòng khác,720.000.000,Hãng khác,Số sàn,SUV / Cross over,80000,2016,Dầu,7,Đã sử dụng,Việt Nam
Cruze,435.000.000,Chevrolet,Tự động,Sedan,70000,2015,Xăng,5,Đã sử dụng,Mỹ
Zace,160.000.000,Toyota,Số sàn,SUV / Cross over,300000,2003,Xăng,8,Đã sử dụng,
Accent,380.000.000,Hyundai,Số sàn,Sedan,75000,2019,Xăng,5,Đã sử dụng,Việt Nam
City,415.000.000,Honda,Tự động,Sedan,65000,2015,Xăng,5,Đã sử dụng,
ZS,519.000.000,MG,Tự động,SUV / Cross over,11000,2020,Xăng,5,Đã sử dụng,Nước khác
Transit,250.000.000,Ford,Số sàn,Van,300000,2013,Dầu,16,Đã sử dụng,Việt Nam
Tourneo,1.080.000.000,Ford,Tự động,Minivan (MPV),6500,2019,Xăng,7,Đã sử dụng,Việt Nam
Accent,398.000.000,Hyundai,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Accent,398.000.000,Hyundai,Bán tự động,Sedan,,2021,Xăng,,Mới,Việt Nam
Innova,360.000.000,Toyota,Số sàn,Minivan (MPV),160000,2016,Xăng,8,Đã sử dụng,Việt Nam
Innova,500.000.000,Toyota,Số sàn,Minivan (MPV),150000,2017,Xăng,8,Đã sử dụng,
Matiz,86.000.000,Daewoo,Số sàn,Hatchback,9999,2005,Xăng,5,Đã sử dụng,Hàn Quốc
Fiesta,445.000.000,Ford,Tự động,Hatchback,33000,2018,Xăng,5,Đã sử dụng,Việt Nam
Sorento,999.000.000,Kia,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Việt Nam
Dòng khác,225.000.000,Suzuki,Số sàn,Van,55555,2019,Xăng,2,Đã sử dụng,Nhật Bản
Everest,525.000.000,Ford,Số sàn,SUV / Cross over,84000,2014,Dầu,7,Đã sử dụng,Việt Nam
Camry,195.000.000,Toyota,Số sàn,Sedan,45000,2001,Xăng,4,Đã sử dụng,Việt Nam
3,615.000.000,Mazda,Tự động,Sedan,32000,2019,Xăng,5,Đã sử dụng,Việt Nam
Fortuner,655.000.000,Toyota,Số sàn,SUV / Cross over,80000,2015,Dầu,7,Đã sử dụng,Việt Nam
Vios,455.000.000,Toyota,Tự động,Sedan,33000,2020,Xăng,5,Đã sử dụng,Việt Nam
6,840.000.000,Mazda,Tự động,Sedan,4500,2020,Xăng,5,Đã sử dụng,Việt Nam
Santa Fe,739.000.000,Hyundai,Tự động,SUV / Cross over,30000,2016,Xăng,7,Đã sử dụng,
Getz,170.000.000,Hyundai,Số sàn,Hatchback,130000,2010,Xăng,5,Đã sử dụng,Hàn Quốc
CX 8,929.000.000,Mazda,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Nhật Bản
,400.000.000,,,,,,,,Đã sử dụng,
K3,559.000.000,Kia,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
K3,559.000.000,Kia,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
,160.000.000,,,,,,,,Đã sử dụng,
Getz,170.000.000,Hyundai,Số sàn,Hatchback,150000,2010,Xăng,5,Đã sử dụng,Hàn Quốc
Ranger,585.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Việt Nam
GLC,1.735.000.000,Mercedes Benz,Tự động,SUV / Cross over,45000,2018,Xăng,5,Đã sử dụng,Việt Nam
Ranger,790.000.000,Ford,Tự động,Pick-up (bán tải),68000,2018,Dầu,5,Đã sử dụng,Thái Lan
Cielo,48.000.000,Daewoo,Số sàn,,100000,1995,,,Đã sử dụng,
Ranger,595.000.000,Ford,Số sàn,Pick-up (bán tải),18000,2020,Dầu,5,Đã sử dụng,Thái Lan
Accent,485.000.000,Hyundai,Tự động,Sedan,13000,2020,Xăng,5,Đã sử dụng,
Ranger,565.000.000,Ford,Tự động,Pick-up (bán tải),42000,2017,Dầu,5,Đã sử dụng,Thái Lan
Matiz,105.000.000,Daewoo,Số sàn,Hatchback,123000,2005,Xăng,5,Đã sử dụng,Hàn Quốc
Corolla,820.000.000,Toyota,Tự động,,,2021,,,Mới,
Rio,435.000.000,Kia,Tự động,Hatchback,67000,2015,Xăng,5,Đã sử dụng,Việt Nam
City,465.000.000,Honda,Tự động,Sedan,50000,2015,Xăng,5,Đã sử dụng,Việt Nam
3 Series,668.000.000,BMW,Tự động,Sedan,80000,2012,Xăng,5,Đã sử dụng,Đức
Transit,650.000.000,Ford,Số sàn,Van,20000,2020,Dầu,7,Đã sử dụng,
Spark,240.000.000,Chevrolet,Số sàn,Hatchback,150,2016,Xăng,5,Đã sử dụng,Hàn Quốc
Ranger,565.000.000,Ford,Tự động,Pick-up (bán tải),40000,2017,Dầu,5,Đã sử dụng,Thái Lan
Accent,398.000.000,Hyundai,Tự động,Sedan,,2021,Xăng,5,Mới,
EcoSport,450.000.000,Ford,Tự động,SUV / Cross over,50000,2016,Xăng,5,Đã sử dụng,Việt Nam
Jolie,115.000.000,Mitsubishi,Số sàn,Kiểu dáng khác,123456,2004,Xăng,8,Đã sử dụng,Nhật Bản
Lacetti,143.000.000,Daewoo,Số sàn,Sedan,222222,2009,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,225.000.000,Hyundai,Số sàn,Sedan,30000,2015,Xăng,5,Đã sử dụng,Ấn Độ
Camry,460.000.000,Toyota,Tự động,Sedan,86000,2009,Xăng,5,Đã sử dụng,Việt Nam
RX,3.690.000.000,Lexus,Tự động,SUV / Cross over,40000,2018,Xăng,5,Đã sử dụng,Mỹ
Civic,250.000.000,Honda,Số sàn,Sedan,9999,2009,Xăng,4,Đã sử dụng,Nhật Bản
Triton,499.000.000,Mitsubishi,Tự động,Pick-up (bán tải),48000,2019,Dầu,5,Đã sử dụng,Thái Lan
Everest,3.350.000.000,Ford,Số sàn,SUV / Cross over,30000,2010,Dầu,7,Đã sử dụng,Việt Nam
Dòng khác,285.000.000,Hãng khác,Số sàn,Sedan,90000,2015,Xăng,5,Đã sử dụng,Nhật Bản
Elantra,575.000.000,Hyundai,Tự động,Sedan,43000,2019,Xăng,5,Đã sử dụng,Việt Nam
E Class,899.000.000,Mercedes Benz,Tự động,Sedan,98000,2014,Xăng,5,Đã sử dụng,Đức
Dòng khác,280.000.000,Suzuki,Số sàn,Kiểu dáng khác,,2021,Xăng,2,Mới,Nước khác
Aveo,209.000.000,Chevrolet,Số sàn,Sedan,130000,2016,Xăng,5,Đã sử dụng,
Morning,235.000.000,Kia,Số sàn,Hatchback,3000,2020,Xăng,5,Đã sử dụng,Việt Nam
Attrage,329.000.000,Mitsubishi,Tự động,Sedan,56000,2017,Xăng,5,Đã sử dụng,Thái Lan
